,custid,region,townsize,gender,agecat,edcat,jobcat,empcat,retire,lninc,inccat,debtinc,lncreddebt,lnothdebt,marital,spousedcat,reside,hometype,addresscat,carcatvalue,telecommute,reason,cardspent,tenure,churn,longmon,tollmon,cardmon,wiremon,multline,voice,internet,callwait,forward,confer,ebill,owntv,ownpc
3129,4178-MOLGSG-0HA,Zone 1,"> 250,000",Male,50-64,Some college,"Precision Production, Craft, Repair",More than 15,No,5.017279836814924,$125+,5.4,1.3953110879836148,1.4153117546902845,Unmarried,,3.0,Single-family,16 to 25,Luxury,No,Convenience,1142.21,32.0,No,5.95,57.75,16.75,40.65,No,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3130,7510-GBZSHE-YEY,Zone 3,"> 250,000",Male,35-49,College degree,Managerial and Professional,6 to 10,No,3.8501476017100584,$25 - $49,15.5,1.3045988299524967,1.2805976778529538,Married,College degree,6.0,Condominium/Townhouse,8 to 15,Standard,Yes,,1049.6200000000001,6.0,Yes,4.6,11.25,0.0,37.95,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3131,3417-OSBVCO-THV,Zone 2,"10,000-49,999",Female,25-34,Post-undergraduate degree,Agricultural and Natural Resources,Less than 2,No,3.4339872044851463,$25 - $49,8.3,-0.0016774060592565046,0.45404953682979615,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Economy,No,Prices,274.85,25.0,Yes,6.55,25.75,26.0,82.0,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3132,9297-HQVEUE-27S,Zone 5,"2,500-9,999",Male,50-64,High school degree,Sales and Office,6 to 10,No,4.31748811353631,$75 - $124,12.2,-0.4173352806786517,2.1390303330914935,Unmarried,,1.0,Condominium/Townhouse,More than 25,Standard,No,,601.44,47.0,No,31.45,30.0,8.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3133,3759-NJNISE-MZD,Zone 4,"50,000-249,999",Male,18-24,High school degree,Sales and Office,Less than 2,No,3.1354942159291497,Under $25,6.2,-0.4752397136409986,-0.217827705491974,Married,High school degree,5.0,Single-family,4 to 7,Economy,No,,186.79,21.0,Yes,8.5,0.0,0.0,26.25,Yes,Yes,Cable modem,No,No,No,Yes,Yes,Yes
3134,6618-VYIFIC-4GS,Zone 5,"< 2,500",Male,50-64,High school degree,"Operation, Fabrication, General Labor",More than 15,Yes,4.02535169073515,$50 - $74,3.2,-0.9537849363017354,0.3412607533530101,Married,High school degree,4.0,Condominium/Townhouse,8 to 15,Standard,No,,388.85,67.0,No,23.25,29.0,39.25,0.0,Yes,No,None,Yes,Yes,No,No,Yes,No
3135,8602-EFMEHA-L7G,Zone 2,"> 250,000",Male,35-49,Some college,Service,11 to 15,No,4.30406509320417,$50 - $74,10.2,1.4252621576770812,1.220550236266421,Unmarried,,1.0,Single-family,16 to 25,Standard,Yes,,363.21,16.0,Yes,5.05,30.75,21.75,31.3,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3136,1396-PZLGFC-LGF,Zone 1,"> 250,000",Female,>65,College degree,Managerial and Professional,11 to 15,Yes,2.8903717578961645,Under $25,6.9,-0.8949745447054782,-0.18226315849916816,Unmarried,,1.0,Single-family,16 to 25,Economy,Yes,,369.21,48.0,No,5.95,0.0,13.25,0.0,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes
3137,3089-JEPOZU-08S,Zone 3,"> 250,000",Female,35-49,Some college,"Operation, Fabrication, General Labor",11 to 15,No,5.313205979041787,$125+,11.799999999999999,0.941208880005084,3.062966626419677,Married,High school degree,3.0,Single-family,8 to 15,Luxury,No,,1110.82,23.0,Yes,8.7,0.0,0.0,0.0,Yes,No,Cable modem,No,Yes,Yes,Yes,Yes,Yes
3138,2001-PQRNIW-35X,Zone 2,"> 250,000",Male,>65,College degree,Agricultural and Natural Resources,More than 15,Yes,5.0689042022202315,$125+,6.1,1.39735373022807,1.732454694779761,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Luxury,Yes,,304.63,71.0,No,24.15,22.5,32.25,0.0,Yes,No,Cable modem,No,No,No,No,Yes,Yes
3139,1252-QTHRSG-RSZ,Zone 4,"2,500-9,999",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.713572066704308,$25 - $49,16.0,0.7962812194568795,1.4685008799108688,Unmarried,,1.0,Condominium/Townhouse,16 to 25,Economy,No,,217.64000000000001,11.0,No,8.05,0.0,0.0,0.0,No,No,None,No,No,Yes,No,Yes,No
3140,4591-JGMXKX-4JY,Zone 2,"50,000-249,999",Female,35-49,Did not complete high school,Sales and Office,2 to 5,No,3.6888794541139363,$25 - $49,6.6000000000000005,-2.199306743540544,0.9278714161469483,Married,Did not complete high school,3.0,Single-family,8 to 15,,No,Prices,392.95,63.0,No,22.95,0.0,14.25,0.0,No,No,None,No,No,No,No,Yes,No
3141,0531-HLUVAC-424,Zone 3,"< 2,500",Male,18-24,Did not complete high school,"Precision Production, Craft, Repair",2 to 5,No,3.4657359027997265,$25 - $49,11.200000000000001,0.5753001428554744,0.5913004842019157,Unmarried,,4.0,Multiple-Family,Less than 3,Economy,Yes,,741.04,24.0,Yes,10.95,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3142,7258-EITHCE-LTC,Zone 1,"> 250,000",Male,35-49,High school degree,Managerial and Professional,11 to 15,No,3.9318256327243257,$50 - $74,19.3,1.3296478162526641,1.802252227198457,Married,Did not complete high school,2.0,Multiple-Family,16 to 25,Standard,No,,1403.67,27.0,Yes,7.0,0.0,8.5,0.0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3143,3575-PFXTFH-GC8,Zone 3,"50,000-249,999",Male,>65,High school degree,"Precision Production, Craft, Repair",More than 15,No,4.852030263919617,$125+,7.199999999999999,0.2619457153495666,2.0689547469556535,Married,High school degree,2.0,Single-family,16 to 25,Luxury,No,,838.13,62.0,No,11.0,24.5,6.75,0.0,Yes,No,None,No,Yes,Yes,No,Yes,No
3144,7733-HHEOVR-NKT,Zone 5,"2,500-9,999",Male,25-34,College degree,Service,2 to 5,No,3.2188758248682006,$25 - $49,4.7,-0.49844425687758565,-0.566470477733442,Unmarried,,1.0,Multiple-Family,4 to 7,Economy,No,Convenience,562.32,62.0,No,14.15,0.0,36.0,65.6,Yes,Yes,Other,Yes,Yes,No,Yes,Yes,Yes
3145,5858-EDXUXB-H20,Zone 1,"> 250,000",Male,>65,Did not complete high school,Service,More than 15,Yes,2.995732273553991,Under $25,6.0,-0.1615781956560549,-1.05211045501669,Married,Did not complete high school,2.0,Condominium/Townhouse,More than 25,Economy,No,,504.02000000000004,72.0,No,69.4,72.0,46.5,0.0,Yes,No,Cable modem,No,Yes,Yes,No,Yes,Yes
3146,5202-HIOFGU-V2Z,Zone 4,"< 2,500",Male,35-49,Some college,Sales and Office,2 to 5,No,2.8903717578961645,Under $25,3.4000000000000004,-0.8098517979184284,-1.7893064802669882,Married,High school degree,2.0,Mobile Home,4 to 7,Economy,Yes,Other,492.53000000000003,38.0,No,6.25,0.0,0.0,0.0,No,No,Cable modem,No,No,No,No,Yes,Yes
3147,2732-NLZJOG-1HN,Zone 5,"50,000-249,999",Female,50-64,Did not complete high school,Managerial and Professional,6 to 10,No,3.8918202981106265,$25 - $49,35.099999999999994,1.9773506748896321,2.3001240671526832,Married,Did not complete high school,2.0,Single-family,16 to 25,Economy,Yes,,289.03000000000003,46.0,No,19.15,0.0,0.0,0.0,No,No,Dial-up,No,No,No,Yes,Yes,Yes
3148,2176-EEQQYK-X32,Zone 1,"50,000-249,999",Female,50-64,College degree,Managerial and Professional,11 to 15,No,4.6913478822291435,$75 - $124,10.2,1.2276578851363378,2.0418401367390437,Married,College degree,2.0,Single-family,16 to 25,Luxury,No,,319.65000000000003,67.0,Yes,15.8,0.0,14.25,38.95,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
3149,1058-VBELUG-12H,Zone 3,"< 2,500",Female,25-34,Some college,Sales and Office,Less than 2,No,3.828641396489095,$25 - $49,2.6,-0.737308076345715,-0.33184296823755066,Unmarried,,1.0,Multiple-Family,4 to 7,Standard,No,Convenience,462.78000000000003,14.0,No,3.75,18.5,13.75,0.0,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3150,9368-AHFAUQ-08Z,Zone 1,"> 250,000",Female,>65,High school degree,Managerial and Professional,More than 15,No,3.9318256327243257,$50 - $74,6.6000000000000005,0.39727969886417525,0.6303287791677883,Unmarried,,1.0,Single-family,More than 25,Standard,No,,629.41,51.0,No,14.05,43.75,17.5,0.0,Yes,No,None,Yes,Yes,Yes,No,Yes,Yes
3151,4150-YRZJEG-2HE,Zone 2,"50,000-249,999",Female,25-34,Some college,Sales and Office,Less than 2,No,3.1780538303479458,Under $25,9.2,0.028517483558357763,0.16472768839290677,Married,Did not complete high school,4.0,Multiple-Family,Less than 3,Economy,Yes,,234.1,42.0,No,14.9,27.25,0.0,30.05,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
3152,5195-IYZQAY-R32,Zone 3,"2,500-9,999",Female,>65,Some college,Managerial and Professional,11 to 15,No,3.4011973816621555,$25 - $49,11.3,-1.122577166121942,1.1199040028023983,Married,Some college,2.0,Single-family,16 to 25,Economy,No,,248.93,36.0,No,13.45,21.75,21.25,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3153,2290-GKCVZF-TDM,Zone 5,"2,500-9,999",Female,35-49,College degree,"Operation, Fabrication, General Labor",11 to 15,No,4.882801922586371,$125+,6.5,1.7429683050581228,1.0528196274944344,Unmarried,,1.0,Single-family,16 to 25,Luxury,Yes,,331.54,18.0,No,7.45,0.0,0.0,0.0,No,Yes,Dial-up,No,No,No,Yes,Yes,Yes
3154,8040-SPTJAR-30E,Zone 4,"50,000-249,999",Female,50-64,High school degree,Managerial and Professional,More than 15,No,4.248495242049359,$50 - $74,8.799999999999999,-0.1844037229982793,1.6730510054951706,Married,High school degree,2.0,Multiple-Family,More than 25,Standard,No,,643.37,66.0,No,16.45,19.5,63.5,49.7,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes
3155,1408-LTRGYM-DBT,Zone 2,"> 250,000",Male,25-34,Did not complete high school,Sales and Office,Less than 2,No,3.1780538303479458,Under $25,7.6,-0.6935952809419274,0.2808266274947986,Married,Did not complete high school,4.0,Multiple-Family,4 to 7,Economy,Yes,,375.69,21.0,No,5.4,22.0,9.0,0.0,No,No,None,Yes,Yes,No,No,Yes,No
3156,9322-KTXNQD-EVZ,Zone 1,"50,000-249,999",Female,>65,College degree,Service,More than 15,Yes,4.3694478524670215,$75 - $124,7.6,0.8885577018956174,1.2732320403347082,Unmarried,,1.0,Single-family,More than 25,Luxury,Yes,,450.21000000000004,71.0,No,25.15,0.0,36.75,0.0,Yes,No,None,No,No,No,No,Yes,No
3157,3460-QUFZCK-Y5J,Zone 5,"< 2,500",Female,50-64,Some college,Managerial and Professional,2 to 5,No,3.6375861597263857,$25 - $49,5.1,-1.6611312868429906,0.5585157545490611,Married,College degree,3.0,Single-family,More than 25,Economy,No,Prices,268.26,59.0,No,17.6,32.25,20.25,35.6,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
3158,4713-IGACWN-TTB,Zone 5,"2,500-9,999",Female,50-64,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,4.127134385045092,$50 - $74,21.7,1.2089740770859847,2.3129268323854117,Unmarried,,1.0,Single-family,16 to 25,Standard,No,,279.98,31.0,Yes,6.15,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3159,8936-CQOJJJ-SD5,Zone 2,"10,000-49,999",Female,35-49,College degree,Agricultural and Natural Resources,6 to 10,No,2.833213344056216,Under $25,0.6,-4.6687491676309625,-2.3792933660787097,Married,High school degree,3.0,Condominium/Townhouse,8 to 15,Economy,No,,56.96,38.0,No,6.45,32.5,6.75,30.85,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes
3160,3909-UCNMSE-UOU,Zone 3,"< 2,500",Male,50-64,College degree,Sales and Office,2 to 5,No,4.110873864173311,$50 - $74,8.0,0.15802886422491008,1.3107083741632954,Married,Post-undergraduate degree,2.0,Condominium/Townhouse,16 to 25,Standard,No,,206.8,20.0,Yes,3.9,26.75,10.0,22.45,No,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3161,3491-HLXTNJ-2A1,Zone 4,"10,000-49,999",Female,50-64,College degree,Managerial and Professional,6 to 10,Yes,2.9444389791664403,Under $25,35.099999999999994,0.5426742295896496,1.5990638878354124,Married,Some college,3.0,Condominium/Townhouse,4 to 7,Economy,Yes,,368.19,23.0,No,9.2,17.75,0.0,0.0,No,No,None,No,No,Yes,No,Yes,No
3162,4555-JGCOKV-5R7,Zone 5,"> 250,000",Female,18-24,High school degree,Service,2 to 5,No,2.833213344056216,Under $25,10.0,-1.0688593305187617,0.3049815695298423,Married,College degree,5.0,Single-family,4 to 7,Economy,Yes,,306.73,34.0,Yes,5.35,0.0,18.5,0.0,No,No,None,No,No,No,No,No,No
3163,9290-WUTPBU-OW7,Zone 1,"< 2,500",Female,35-49,Did not complete high school,Sales and Office,6 to 10,No,4.1588830833596715,$50 - $74,26.400000000000002,1.1450683022549153,2.6212819945442543,Unmarried,,1.0,Multiple-Family,4 to 7,Standard,No,,405.78000000000003,21.0,No,5.6,21.5,22.5,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3164,5781-MGIAED-4JN,Zone 5,"2,500-9,999",Female,>65,College degree,Service,More than 15,Yes,2.1972245773362196,Under $25,13.3,-0.3260196556791154,-0.7440005717191106,Married,College degree,2.0,Condominium/Townhouse,16 to 25,Economy,No,,344.97,66.0,No,9.4,0.0,27.75,0.0,Yes,No,Other,No,Yes,Yes,Yes,Yes,Yes
3165,3538-LEMKHC-AHA,Zone 4,"50,000-249,999",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.332204510175204,$25 - $49,24.8,0.4191944281924127,1.6906978482155979,Married,High school degree,2.0,Condominium/Townhouse,4 to 7,Economy,No,,139.70000000000002,12.0,Yes,6.1,0.0,0.0,0.0,No,No,None,No,No,No,No,Yes,No
3166,4088-LNAZTF-85B,Zone 5,"< 2,500",Female,35-49,Some college,"Operation, Fabrication, General Labor",11 to 15,No,5.247024072160486,$125+,10.8,2.52217353237993,2.087454353189693,Married,Did not complete high school,4.0,Single-family,16 to 25,Luxury,No,,1131.99,58.0,No,8.7,43.5,8.0,50.3,No,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3167,2933-ZRZEKE-HAX,Zone 4,"2,500-9,999",Male,35-49,Post-undergraduate degree,"Precision Production, Craft, Repair",6 to 10,No,4.219507705176107,$50 - $74,15.6,0.7621208518625745,2.1359617519111787,Married,College degree,2.0,Single-family,16 to 25,Standard,No,,341.8,46.0,No,10.8,0.0,0.0,0.0,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes
3168,4694-JQTUVQ-Q8Y,Zone 2,"2,500-9,999",Male,35-49,Some college,Service,More than 15,No,4.394449154672439,$75 - $124,6.4,0.12689340988433742,1.3983968299075225,Unmarried,,1.0,Single-family,16 to 25,Standard,No,,427.29,27.0,Yes,12.75,0.0,14.25,0.0,Yes,No,Cable modem,No,No,No,Yes,Yes,Yes
3169,9212-SGQFKA-Q9V,Zone 1,"50,000-249,999",Female,50-64,High school degree,Agricultural and Natural Resources,More than 15,No,4.762173934797756,$75 - $124,17.299999999999997,1.7936871101339606,2.6553118631419257,Unmarried,,1.0,Single-family,16 to 25,Standard,No,,290.93,54.0,No,14.15,19.75,27.0,0.0,No,No,None,Yes,Yes,No,No,Yes,No
3170,7365-UDXBXU-TVZ,Zone 2,"> 250,000",Female,35-49,College degree,"Precision Production, Craft, Repair",More than 15,No,4.110873864173311,$50 - $74,7.8,0.9510213797545715,0.774564942413015,Unmarried,,1.0,Single-family,8 to 15,Standard,No,Convenience,167.32,52.0,No,12.3,21.25,0.0,0.0,Yes,No,Other,Yes,Yes,Yes,No,Yes,Yes
3171,5958-HJPWWY-HDG,Zone 1,"> 250,000",Female,35-49,High school degree,"Precision Production, Craft, Repair",11 to 15,No,4.820281565605037,$75 - $124,13.100000000000001,1.5837508054981153,2.431048665885319,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Luxury,No,,217.74,12.0,No,5.55,0.0,12.0,0.0,No,No,None,No,Yes,No,No,Yes,No
3172,6679-KTQYPN-9LJ,Zone 2,"> 250,000",Female,18-24,High school degree,"Operation, Fabrication, General Labor",Less than 2,No,2.9444389791664403,Under $25,14.799999999999999,0.3367407719909344,0.34474081465801043,Married,High school degree,4.0,Multiple-Family,Less than 3,Economy,No,Convenience,224.44,5.0,No,13.15,15.75,7.75,0.0,Yes,No,None,No,Yes,No,No,Yes,No
3173,6756-DVVCVJ-Y7W,Zone 2,"2,500-9,999",Male,35-49,Some college,Managerial and Professional,6 to 10,No,3.871201010907891,$25 - $49,6.1,0.14291522641486187,0.5734443031862425,Married,Some college,2.0,Condominium/Townhouse,16 to 25,,Yes,,142.44,50.0,Yes,9.4,0.0,0.0,38.15,Yes,Yes,Cable modem,No,No,No,Yes,Yes,Yes
3174,3831-LRDYYV-1TP,Zone 5,"< 2,500",Female,18-24,Some college,Managerial and Professional,Less than 2,No,2.6390573296152584,Under $25,4.2,-1.5723155531323503,-0.9664373155647464,Married,Some college,4.0,Multiple-Family,Less than 3,Economy,No,,267.02,13.0,No,6.8,29.5,9.0,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3175,4545-LFDFMN-E3G,Zone 4,"> 250,000",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.258096538021482,$25 - $49,2.5,-1.7327361287785938,-0.7482371468779053,Married,Did not complete high school,3.0,Mobile Home,16 to 25,Economy,No,,184.9,59.0,No,20.45,0.0,21.75,0.0,Yes,No,None,Yes,No,No,No,Yes,Yes
3176,1149-NGVMAJ-3TT,Zone 5,"< 2,500",Female,35-49,Did not complete high school,"Operation, Fabrication, General Labor",More than 15,No,4.672828834461906,$75 - $124,8.9,1.538317135704644,1.5823242364334762,Married,Some college,2.0,Single-family,16 to 25,,No,,405.84000000000003,57.0,No,7.65,27.0,23.5,0.0,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,Yes
3177,2745-MPYWXH-UCE,Zone 3,"> 250,000",Female,50-64,Some college,Sales and Office,2 to 5,No,3.6109179126442243,$25 - $49,16.5,1.4581311847385734,0.5917122829045913,Unmarried,,1.0,Multiple-Family,More than 25,Standard,No,,695.36,31.0,No,5.8,40.25,12.75,26.1,No,No,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3178,5291-KHNEXP-5JU,Zone 1,"> 250,000",Male,50-64,Did not complete high school,"Precision Production, Craft, Repair",More than 15,No,4.51085950651685,$75 - $124,5.0,0.3374717369542963,1.1469579095983915,Married,Did not complete high school,2.0,Single-family,16 to 25,Luxury,No,Prices,279.18,10.0,No,5.65,20.75,31.0,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3179,2765-ALAKUH-7LQ,Zone 1,"> 250,000",Female,50-64,High school degree,Sales and Office,2 to 5,No,3.784189633918261,$25 - $49,21.4,0.5220408968165936,2.045178200428267,Married,Did not complete high school,4.0,Multiple-Family,16 to 25,,No,,583.8100000000001,65.0,No,24.55,0.0,11.75,0.0,No,No,None,Yes,No,No,No,Yes,No
3180,9597-EWWNAU-PU3,Zone 5,"2,500-9,999",Female,50-64,Some college,Sales and Office,Less than 2,No,3.4011973816621555,$25 - $49,8.4,0.09414586589022914,0.35155787403925387,Unmarried,,1.0,Mobile Home,More than 25,Economy,No,,505.36,63.0,No,16.05,0.0,18.0,0.0,No,No,Cable modem,No,No,No,No,Yes,Yes
3181,7404-AZSWCL-5YB,Zone 1,"50,000-249,999",Male,18-24,High school degree,Service,2 to 5,No,2.833213344056216,Under $25,16.0,0.4472466421231194,0.14496577025018584,Unmarried,,1.0,Condominium/Townhouse,4 to 7,Economy,No,Prices,225.67000000000002,17.0,No,10.65,0.0,0.0,0.0,Yes,No,DSL,No,No,No,No,Yes,Yes
3182,6902-VSRBXV-RN0,Zone 2,"> 250,000",Male,>65,College degree,Agricultural and Natural Resources,More than 15,Yes,5.442417710521793,$125+,4.8,0.26879278793107514,2.2803002194722017,Married,Some college,2.0,Single-family,More than 25,,No,Other,624.9300000000001,69.0,No,18.15,47.25,34.75,0.0,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3183,3408-DJUEVR-VPP,Zone 2,"50,000-249,999",Female,18-24,High school degree,Sales and Office,Less than 2,No,3.044522437723423,Under $25,5.5,-0.49645438646701784,-0.6045595465164473,Unmarried,,1.0,Multiple-Family,Less than 3,,No,,407.69,4.0,Yes,2.4,0.0,0.0,0.0,No,No,None,No,No,Yes,No,Yes,No
3184,9909-UHYEJT-CBD,Zone 1,"2,500-9,999",Female,25-34,College degree,Service,2 to 5,No,3.4011973816621555,$25 - $49,3.5000000000000004,-1.2944447074900116,-0.25366719386450326,Married,College degree,3.0,Single-family,4 to 7,Standard,No,Convenience,814.3100000000001,19.0,Yes,6.1,25.75,23.5,36.85,Yes,Yes,Dial-up,Yes,Yes,Yes,No,Yes,Yes
3185,9309-TCQCUO-K1U,Zone 1,"50,000-249,999",Male,35-49,High school degree,Sales and Office,2 to 5,No,3.6888794541139363,$25 - $49,7.5,-0.8051966843685682,0.9372691382593468,Unmarried,,1.0,Multiple-Family,8 to 15,Economy,No,,178.61,4.0,Yes,2.1,17.25,9.75,0.0,No,Yes,Dial-up,No,Yes,Yes,Yes,Yes,Yes
3186,0968-ZQLABS-3YK,Zone 2,"10,000-49,999",Male,50-64,Some college,Managerial and Professional,More than 15,No,4.532599493153256,$75 - $124,8.4,0.18485833644592453,1.8884250936385187,Unmarried,,3.0,Single-family,More than 25,Luxury,No,,433.2,51.0,No,23.7,29.25,11.75,0.0,No,No,None,No,No,No,No,Yes,No
3187,0367-MLNBZB-DAH,Zone 2,"10,000-49,999",Female,50-64,College degree,Managerial and Professional,2 to 5,No,4.867534450455582,$125+,10.6,1.997729733499382,1.8575003921907318,Married,Some college,4.0,Single-family,More than 25,Luxury,No,,140.77,45.0,No,8.55,0.0,18.0,29.5,Yes,Yes,Cable modem,Yes,Yes,No,Yes,Yes,Yes
3188,6434-QGAREU-CB5,Zone 1,"> 250,000",Female,50-64,College degree,Managerial and Professional,6 to 10,No,4.927253685157205,$125+,9.9,0.3889942044517403,2.50032910990753,Married,College degree,2.0,Single-family,16 to 25,,No,,2302.25,65.0,No,17.25,0.0,30.75,0.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes
3189,8070-CNDAZR-HKB,Zone 5,"2,500-9,999",Female,18-24,Did not complete high school,"Precision Production, Craft, Repair",2 to 5,No,2.6390573296152584,Under $25,9.1,-0.8725801134480217,-0.15533538130901592,Unmarried,,1.0,Single-family,Less than 3,Economy,No,,260.12,19.0,No,5.65,17.25,22.5,0.0,No,No,None,Yes,Yes,No,No,Yes,Yes
3190,3089-RZETPZ-O1P,Zone 1,"10,000-49,999",Female,50-64,High school degree,Service,More than 15,No,5.241747015059643,$125+,17.599999999999998,1.6206009729797963,3.339601087925423,Unmarried,,1.0,Multiple-Family,More than 25,Luxury,No,,420.92,70.0,No,14.7,48.75,32.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3191,8702-UYIJXK-4BR,Zone 1,"50,000-249,999",Male,25-34,Did not complete high school,Service,11 to 15,No,3.6375861597263857,$25 - $49,8.7,0.11398382779714555,0.7817375602683815,Unmarried,,1.0,Multiple-Family,8 to 15,Standard,No,,260.64,29.0,No,3.6,17.5,17.75,0.0,No,No,None,Yes,Yes,Yes,No,Yes,No
3192,0908-OYEDII-SBR,Zone 3,"> 250,000",Male,>65,Did not complete high school,"Precision Production, Craft, Repair",More than 15,Yes,2.70805020110221,Under $25,10.2,-1.0843248420600404,0.1755235022929551,Unmarried,,1.0,Multiple-Family,16 to 25,Economy,Yes,,154.49,55.0,No,7.35,0.0,10.75,0.0,Yes,No,Dial-up,No,No,Yes,Yes,Yes,Yes
3193,4302-MONHCL-8S3,Zone 1,"50,000-249,999",Male,18-24,College degree,"Precision Production, Craft, Repair",Less than 2,No,2.8903717578961645,Under $25,8.200000000000001,-0.737676037011527,-0.0022264767608922115,Unmarried,,1.0,Single-family,Less than 3,Economy,No,,182.59,32.0,No,11.25,24.5,9.5,0.0,No,Yes,Dial-up,Yes,No,No,No,Yes,Yes
3194,6292-QBNFOG-32H,Zone 2,"10,000-49,999",Male,35-49,Post-undergraduate degree,Sales and Office,2 to 5,No,3.4011973816621555,$25 - $49,5.5,-0.4255657798151673,-0.0034057931348329324,Unmarried,,1.0,Single-family,8 to 15,Economy,No,,784.09,36.0,No,9.25,0.0,7.0,25.0,Yes,No,Cable modem,No,No,Yes,Yes,Yes,Yes
3195,2967-MFFPDE-ZRF,Zone 4,"10,000-49,999",Male,18-24,Some college,Managerial and Professional,Less than 2,No,3.1780538303479458,Under $25,11.0,0.11746298444545825,0.41565303449565416,Unmarried,,3.0,Multiple-Family,Less than 3,Economy,No,Convenience,228.46,11.0,No,7.15,18.75,16.75,0.0,Yes,Yes,Dial-up,Yes,No,Yes,Yes,Yes,Yes
3196,4797-XYLASJ-OBQ,Zone 2,"10,000-49,999",Male,50-64,Did not complete high school,Managerial and Professional,6 to 10,No,4.406719247264253,$75 - $124,1.9,0.039935842003065304,-0.6592173626170921,Unmarried,,2.0,Single-family,16 to 25,Luxury,No,,306.83,36.0,No,7.9,0.0,10.0,0.0,No,No,None,No,Yes,No,No,Yes,No
